3497,3717,3770
3494,3708,3936
3491,3700,3921
3486,3696,3910
3483,3694,3912
3479,3680,3873
3473,3655,3842
3472,3647,3830
3469,3652,3818
3467,3645,3821
3466,3638,3800
3464,3629,3780
3463,3629,3783
3463,3632,3777
3463,3632,3771
3463,3629,3781
3463,3631,3789
3465,3632,3774
3466,3635,3793
3468,3634,3783
3471,3654,3829
3473,3652,3814
3476,3653,3829
3480,3667,3860
3482,3672,3869
3487,3699,3920
3490,3685,3895
3495,3708,3936
3499,3722,3781
3505,3724,3783
3509,3741,3830
3514,3750,3841
3519,3771,3902
3523,3767,3889
3528,3773,3900
3534,3791,3941
3536,3790,3935
3540,3804,3959
3543,3820,3991
3548,3829,4010
3550,3834,4026
3554,3832,4014
3556,3832,4020
3559,3855,3882
3561,3854,3878
3563,3866,3902
3565,3867,3916
3564,3862,3891
3564,3857,3882
3565,3872,3903
3565,3868,3910
3563,3873,3912
3562,3860,3884
3558,3847,3863
3557,3852,3869
3555,3849,3861
3553,3834,4030
3548,3837,4043
3545,3836,4031
3542,3822,4011
3539,3821,4014
3534,3810,3980
3530,3798,3959
3526,3780,3914
3519,3787,3946
3515,3778,3915
3511,3768,3899
3507,3754,3869
3502,3738,3839
3496,3720,3788
3494,3716,3771
3488,3690,3919
3484,3695,3939
3481,3691,3926
3477,3676,3899
3475,3677,3903
3471,3665,3875
3469,3659,3864
3467,3652,3839
3465,3646,3832
3463,3639,3822
3463,3642,3819
3461,3629,3798
3462,3631,3802
3463,3638,3813
3464,3633,3795
3465,3639,3820
3466,3643,3830
3469,3655,3847
3470,3652,3832
3474,3661,3861
3478,3670,3881
3481,3684,3897
3483,3691,3925
3487,3706,3951
3492,3697,3929
3496,3710,3965
3501,3732,3814
3505,3735,3835
3510,3747,3853
3515,3770,3905
3520,3750,3860
3525,3777,3905
3529,3788,3939
3533,3802,3970
3536,3795,3963
3541,3821,4009
3545,3827,4027
3548,3835,4045
3552,3823,4028
3555,3848,3865
3558,3848,3867
3559,3861,3904
3561,3861,3905
3563,3875,3936
3564,3864,3907
3564,3869,3926
3565,3874,3928
3564,3871,3937
3563,3875,3937
3562,3869,3930
3562,3866,3919
3559,3869,3928
3557,3854,3891
3554,3847,3877
3550,3855,3894
3548,3839,4063
3544,3833,4047
3541,3834,4042
3538,3816,4002
3532,3804,3989
3528,3795,3974
3524,3781,3932
3519,3793,3961
3514,3773,3935
3509,3764,3899
3504,3738,3848
3498,3732,3829
3496,3726,3819
3492,3712,3768
3487,3719,3802
3484,3702,3947
3480,3685,3918
3475,3681,3909
3473,3673,3901
3471,3672,3893
3467,3659,3878
3466,3652,3847
3464,3641,3829
3464,3638,3820
3462,3635,3819
3463,3647,3848
3462,3634,3806
3462,3632,3799
3464,3638,3821
3466,3648,3826
3467,3654,3850
3468,3647,3851
3473,3665,3874
3476,3665,3880
3479,3687,3921
3481,3685,3917
3484,3693,3934
3489,3699,3945
3493,3709,3972
3498,3725,3818
3503,3746,3852
3508,3741,3854
3513,3759,3900
3518,3777,3919
3522,3770,3915
3527,3790,3950
3530,3791,3965
3534,3808,3979
3538,3811,3994
3543,3831,4043
3545,3835,4058
3550,3850,3884
3553,3844,3857
3556,3842,3858
3557,3856,3892
3561,3869,3931
3562,3867,3931
3563,3877,3949
3564,3874,3933
3565,3880,3948
3564,3871,3948
3564,3875,3944
3563,3880,3948
3562,3869,3940
3561,3875,3947
3558,3865,3922
3555,3857,3901
3552,3842,3862
3550,3857,3898
3546,3845,3872
3544,3839,4065
3540,3823,4038
3536,3815,4014
3531,3814,4008
3526,3797,3979
3523,3790,3963
3515,3786,3956
3512,3770,3930
3508,3759,3907
3503,3758,3902
3499,3749,3879
3495,3738,3852
3490,3711,3988
3485,3713,3790
3483,3712,3775
3480,3689,3936
3475,3687,3933
3472,3664,3881
3469,3670,3900
3467,3665,3887
3465,3655,3871
3464,3645,3848
3464,3642,3841
3463,3650,3850
3463,3649,3843
3463,3646,3849
3463,3648,3837
3465,3653,3856
3465,3649,3846
3467,3660,3874
3471,3674,3904
3473,3668,3887
3475,3676,3912
3479,3692,3937
3483,3703,3963
3485,3703,3969
3490,3704,3959
3495,3725,3823
3499,3740,3854
3504,3733,3839
3508,3748,3867
3514,3767,3919
3518,3780,3930
3524,3778,3921
3526,3784,3943
3531,3811,4000
3536,3806,3997
3540,3815,4018
3544,3831,4054
3548,3843,3870
3550,3849,3889
3554,3848,3880
3557,3860,3906
3560,3858,3904
3560,3861,3920
3562,3875,3947
3563,3882,3961
3564,3871,3953
3564,3878,3954
3565,3888,3966
3565,3885,3975
3562,3874,3943
3561,3879,3965
3560,3871,3950
3558,3863,3930
3554,3851,3903
3552,3845,3881
3550,3862,3917
3547,3855,3914
3543,3850,3892
3538,3828,4032
3534,3821,4030
3529,3810,4002
3525,3800,3990
3521,3786,3955
3516,3782,3946
3512,3770,3935
3506,3759,3918
3503,3765,3918
3498,3740,3863
3493,3729,3838
3489,3716,3794
3486,3715,3799
3480,3694,3953
3478,3694,3953
3474,3681,3915
3471,3679,3936
3469,3671,3917
3467,3668,3896
3465,3658,3881
3464,3650,3853
3463,3652,3854
3461,3641,3846
3463,3653,3864
3463,3653,3859
3464,3642,3845
3465,3654,3866
3467,3665,3893
3469,3667,3896
3471,3672,3903
3473,3671,3914
3477,3686,3930
3479,3697,3947
3484,3697,3953
3487,3719,3813
3492,3711,3987
3497,3730,3833
3501,3745,3867
3506,3748,3866
3510,3758,3901
3514,3771,3938
3520,3767,3927
3524,3781,3938
3527,3795,3981
3532,3805,4007
3538,3821,4028
3541,3831,4059
3545,3844,3870
3547,3852,3898
3552,3841,3869
3555,3860,3908
3559,3867,3943
3559,3874,3946
3561,3879,3963
3562,3879,3961
3563,3883,3979
3563,3886,3984
3564,3881,3972
3565,3890,3981
3564,3878,3958
3562,3879,3972
3560,3873,3945
3560,3872,3933
3557,3865,3938
3553,3858,3916
3552,3849,3891
3549,3860,3917
3545,3854,3909
3541,3842,3867
3537,3826,4039
3532,3816,4020
3528,3806,4008
3524,3793,3973
3519,3803,4010
3514,3786,3963
3509,3773,3946
3505,3761,3916
3502,3758,3907
3496,3735,3864
3492,3724,3825
3487,3731,3845
3484,3707,3988
3479,3706,3982
3477,3697,3955
3473,3679,3943
3470,3676,3926
3468,3667,3905
3466,3661,3893
3464,3649,3859
3464,3651,3869
3463,3655,3877
3461,3645,3860
3462,3647,3865
3462,3642,3849
3464,3649,3854
3465,3655,3879
3467,3667,3902
3469,3666,3897
3472,3666,3893
3474,3674,3918
3478,3689,3940
3480,3688,3937
3485,3711,3993
3489,3708,3982
3494,3723,3827
3497,3734,3851
3503,3758,3901
3507,3759,3916
3512,3764,3909
3516,3776,3926
3522,3778,3933
3524,3782,3948
3530,3802,3998
3534,3817,4025
3538,3824,4025
3543,3843,3879
3546,3843,3881
3549,3859,3925
3553,3853,3903
3556,3852,3899
3558,3867,3948
3561,3878,3957
3562,3875,3958
3562,3878,3963
3564,3883,3981
3564,3880,3963
3564,3884,3976
3564,3882,3973
3563,3891,4000
3562,3883,3982
3559,3880,3968
3558,3874,3946
3556,3862,3932
3554,3861,3927
3550,3864,3931
3547,3864,3934
3544,3849,3898
3541,3844,3875
3534,3825,4043
3531,3827,4053
3526,3806,4011
3523,3797,3996
3517,3800,3998
3513,3787,3973
3508,3762,3918
3502,3759,3925
3500,3751,3898
3495,3741,3881
3491,3732,3845
3487,3730,3842
3482,3711,4000
3479,3708,3982
3475,3694,3963
3472,3674,3923
3469,3677,3937
3467,3674,3923
3465,3664,3895
3464,3653,3874
3464,3654,3873
3463,3656,3877
3462,3649,3859
3463,3654,3874
3463,3657,3883
3465,3657,3886
3466,3661,3892
3468,3660,3888
3471,3682,3921
3472,3665,3902
3476,3681,3923
3479,3696,3951
3482,3703,3978
3486,3713,3797
3490,3713,3796
3495,3732,3842
3500,3740,3863
3504,3739,3871
3508,3756,3897
3514,3773,3945
3519,3799,3995
3521,3778,3938
3527,3803,4005
3531,3815,4028
3536,3813,4016
3539,3834,4065
3544,3836,4065
3547,3858,3921
3550,3862,3927
3553,3851,3911
3556,3859,3928
3560,3872,3940
3561,3877,3963
3560,3869,3956
3563,3892,3994
3564,3884,3977
3564,3881,3979
3565,3894,4008
3565,3894,4004
3562,3883,3990
3561,3887,3995
3561,3881,3981
3557,3875,3963
3555,3868,3949
3553,3863,3941
3549,3867,3955
3546,3859,3927
3542,3847,3903
3538,3835,4075
3534,3832,4060
2048,3845,2544
2849,3239,3136
3172,3183,3959
3825,3219,3170
3175,3151,3955
3991,3697,3253
3968,2817,3712
3498,3750,3899
3494,3737,3871
3489,3722,3834
3485,3726,3838
3480,3701,3980
3478,3701,3975
3474,3684,3937
3471,3690,3952
3469,3677,3941
3467,3677,3940
3466,3664,3898
3464,3656,3881
3462,3650,3866
3462,3649,3867
3462,3651,3871
3463,3657,3887
3464,3651,3876
3465,3663,3905
3467,3669,3914
3468,3662,3901
3471,3683,3939
3473,3679,3942
3475,3686,3943
3480,3694,3960
3484,3703,3985
3487,3725,3838
3491,3721,3826
3496,3731,3851
3501,3750,3887
3506,3755,3910
3511,3773,3949
3516,3782,3951
